title,link,summary,publisher,reporter,signal,collected_at
원도심 속 신축 아파트 선호↑…신축 쏠림 현상 뚜렷,https://www.etnews.com/20260508000120,"Region: 원도심
Keyword: 신축 아파트 선호, 쏠림 현상
Signal: BULL

원도심 내 신축 아파트에 대한 선호도가 높아지면서 신축 아파트로 수요가 쏠리는 현상이 뚜렷해지고 있습니다. 이는 오래된 기존 주택보다는 최신 시설과 편의성을 갖춘 신축 단지를 선호하는 경향이 강화되고 있음을 보여줍니다.",미래를 보는 창 - 전자신문,Unknown,BULL,2026-05-08 04:00
"홈플러스, 익스프레스 팔고도 유동성 위기…NS홈쇼핑은 오프라인 영토 ...",https://www.ajunews.com/view/20260508110257676,"Region: 한국
Keyword: 홈플러스, 유동성 위기, 익스프레스 매각, NS홈쇼핑, 오프라인 확장
Signal: BEAR",아주경제,Unknown,BEAR,2026-05-08 03:59
"&quot;여름 집단장 시즌&quot;⋯유통업계, 라이프스타일 상품 프로모션",http://www.inews24.com/view/1966721,"Region: 국내
Keyword: 라이프스타일 상품, 프로모션, 유통업계
Signal: BULL

여름 집단장 시즌을 맞아 유통업계가 라이프스타일 상품 프로모션을 강화하고 있습니다. 이는 소비자들의 주거 환경 개선 수요 증가와 맞물려 관련 상품 판매 촉진을 기대하게 합니다.",아이뉴스24,Unknown,BULL,2026-05-08 03:58
거주지 제한 없는 '전국 청약 단지' 공급 이어져,https://www.hankyung.com/article/202605083897i,"[필수형식]
Region: 전국
Keyword: 전국 청약 단지, 거주지 제한 없음
Signal: BULL",한국경제,Unknown,BULL,2026-05-08 03:57
‘착한 임대인’은 2년 거주로 쳐준다는데…“제도 바뀔까 조마조마”...,https://biz.heraldcorp.com/article/10733752?ref=naver,"Region: 서울
Keyword: 임대료 상승, 세입자 부담, 임대료 안정화
Signal: BEAR

**요약:**
정부의 '착한 임대인' 혜택이 2년 거주로 확대될 가능성이 제기되면서, 세입자들은 임대료 상승에 대한 불안감을 느끼고 있습니다. 이러한 정책 변화는 향후 임대 시장에 영향을 미쳐 세입자들의 부담이 가중될 수 있다는 우려가 있습니다.",헤럴드경제,Unknown,BEAR,2026-05-08 03:56
"한국투자증권, 연금 계약이전 1조원 돌파… 실적배당형 중심 자산 재편...",https://www.cnbizm.com/news/articleView.html?idxno=302391,"Region: 대한민국
Keyword: 연금 계약이전, 한국투자증권, 실적배당형 상품
Signal: BULL

한국투자증권은 연금 계약 이전 규모가 1조 원을 돌파했으며, 이는 주로 실적배당형 상품으로 자산이 재편되고 있음을 보여준다. 이는 고객들이 연금 상품에 대해 높은 관심을 가지고 있으며, 특히 시장 상황에 따라 수익률 변동이 큰 상품을 선호하는 추세로 해석된다. 이러한 흐름은 자산운용 시장에 긍정적인 신호로 볼 수 있다.",문화경제,Unknown,BULL,2026-05-08 03:55
"중화6구역, 정비구역 지정 이후 신탁사 입찰까지 진행…재개발 사업 추...",https://edu.donga.com/news/articleView.html?idxno=107305,"Region: 중화6구역
Keyword: 재개발 사업
Signal: BULL",E동아,Unknown,BULL,2026-05-08 03:55
공실률 상승하는 미국 오피스 시장…상업용 부동산 위기 확산과 경제 영...,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=80&CONTENTS_NO=2&bbsGbn=242&bbsSn=242&pNttSn=240969,"Region: 미국
Keyword: 오피스 공실률 상승, 상업용 부동산 위기
Signal: BEAR",Unknown,Unknown,BEAR,2026-05-08 03:51
부동산서비스산업 기업경기지수 62.7,https://www.junggi.co.kr/news/articleView.html?idxno=36366,"Region: 전국
Keyword: 부동산 서비스업 기업 경기
Signal: BULL

부동산 서비스업 기업들의 경기 전망이 62.7로 호전될 것으로 나타났으며, 이는 향후 부동산 시장에 긍정적인 신호로 해석될 수 있습니다.",중기이코노미,Unknown,BULL,2026-05-08 03:49
"기업 비업무용 부동산 '100조', 세제 개편 타깃 됐다",https://www.sidae.com/article/2026050710595299922,"Region: 대한민국
Keyword: 기업 비업무용 부동산, 세제 개편
Signal: BEAR

기업들이 보유한 100조 원 규모의 비업무용 부동산이 세제 개편의 주요 타깃이 될 전망이며, 이는 부동산 시장에 하방 압력으로 작용할 수 있음을 시사합니다.",동행미디어 시대,Unknown,BEAR,2026-05-07 04:08
"시중은행들, 디지털자산 보안·플랫폼 협업·시니어 특화 서비스로 차별...",https://www.newstnt.com/news/articleView.html?idxno=701361,"Region: 국내
Keyword: 시중은행, 디지털 자산, 금융 서비스
Signal: BULL

시중은행들이 디지털 자산 보안 강화, 플랫폼 협업 확대, 시니어 맞춤형 서비스 개발을 통해 경쟁력을 강화하고 있습니다. 이는 고객의 다양한 니즈를 충족시키고 새로운 금융 서비스 영역을 개척하려는 시도로 해석됩니다. 이러한 차별화 전략은 은행들의 성장 가능성을 긍정적으로 전망하게 합니다.",뉴스티앤티,Unknown,BULL,2026-05-07 04:07
"고양도시관리공사, 전국 첫 '소규모주택 정비지원기구' 지정…원도심 정...",https://www.joongboo.com/news/articleView.html?idxno=363724870,"Region: 고양시
Keyword: 소규모주택 정비지원기구, 원도심 재생
Signal: BULL

고양도시관리공사가 전국 최초로 '소규모주택 정비지원기구'로 지정되어 원도심 재생 사업에 탄력을 받게 되었습니다. 이는 지역 내 소규모 주택 정비 사업의 효율성을 높이고 주민 참여를 활성화하는 데 기여할 것으로 기대됩니다.",중부일보 - 경기·인천의 든든한 친구,Unknown,BULL,2026-05-07 04:07
양도세 중과 재개 D-2… ‘부동산 세금 인상’ 고삐 죄는 李정부,https://www.munhwa.com/article/11587389?ref=naver,"Region: 한국
Keyword: 양도세 중과, 부동산 세금 인상
Signal: BEAR

이정부의 양도세 중과 재개와 부동산 세금 인상 정책이 부동산 시장에 하락 압력으로 작용할 전망입니다.",문화일보,Unknown,BEAR,2026-05-07 04:06
"갈상돈·류재수, 진주시장·도의원 후보 연대 선언",https://www.joongdo.co.kr/web/view.php?key=20260507010001371,"Region: 진주
Keyword: 선거 연대
Signal: FLAT

진주시 갈상돈 시장 후보와 류재수 도의원 후보가 연대를 선언하며 지역 내 정치 지형에 변화를 예고했습니다. 이번 연대는 표심 확보를 위한 전략적 움직임으로 해석됩니다.",중도일보,Unknown,FLAT,2026-05-07 04:05
[해외신탁] 김명준 태평양 고문 “해외신탁 투명성‧신탁제도개선…‘...,https://www.tfmedia.co.kr/news/article.html?no=204143,"Region: 한국
Keyword: 해외신탁, 투명성, 신탁제도개선
Signal: BULL

김명준 태평양 고문은 해외신탁의 투명성 확보와 신탁제도 개선을 통해 자산 투명성을 높이고 신뢰도를 제고해야 한다고 강조했습니다. 이는 국내 자산가들의 해외 신탁 활용에 대한 긍정적인 전망을 제시하며, 관련 제도 개선이 시장 성장에 기여할 것으로 기대됩니다.",Unknown,Unknown,BULL,2026-05-07 04:03
작년 주식 자본이득 429조 원‥'주식 자산효과' 확대 전망,https://imnews.imbc.com/news/2026/econo/article/6820612_36932.html,"Region: 대한민국
Keyword: 주식 자본이득, 주식 자산효과
Signal: BULL

작년 한 해 동안 429조 원에 달하는 주식 자본이득이 발생했으며, 이는 '주식 자산효과'의 확대가 전망되는 긍정적인 신호로 해석됩니다.",MBC 뉴스,Unknown,BULL,2026-05-07 04:02
"“10억이면 노원 갔는데”…서울 집값, 골고루 '껑충'",https://magazine.hankyung.com/business/article/202605070635b,"Region: 서울
Keyword: 집값 상승
Signal: BULL",Unknown,Unknown,BULL,2026-05-07 04:00
"&quot;시장 침체, 상품 구조 혁신으로 극복&quot;... 롯데하이마트, 1분기 영업손실...",http://www.thefirstmedia.net/news/articleView.html?idxno=199106,"Region: 대한민국
Keyword: 롯데하이마트, 시장 침체, 상품 구조 혁신, 영업손실
Signal: BEAR

롯데하이마트는 시장 침체 속에서 1분기 영업손실을 기록했으며, 이를 극복하기 위해 상품 구조 혁신을 추진할 계획입니다.",더퍼스트미디어,Unknown,BEAR,2026-05-07 03:59
"[김능구·차재원의 정국진단 5월①][전문] &quot;장동혁의 '한동훈 불가론', ...",https://www.polinews.co.kr/news/articleView.html?idxno=730400,"Region: 대한민국
Keyword: 국민의힘, 한동훈, 장동혁
Signal: FLAT",폴리뉴스 Polinews,Unknown,FLAT,2026-05-07 03:59
"정부, 노후계획도시 금융지원으로 &quot;초기자금 숨통 틔운다&quot;",https://www.arunews.com/news/articleView.html?idxno=62410,"Region: 전국
Keyword: 노후계획도시, 금융지원, 재건축
Signal: BULL

정부가 노후계획도시 재정비를 위해 금융 지원을 확대하여 초기 사업 자금 확보에 어려움을 겪는 재건축 사업에 활력을 불어넣을 전망입니다. 이번 금융 지원은 재건축 사업의 초기 단계 자금 부담을 완화하여 사업 추진 동력을 확보하는 데 중점을 두고 있습니다. 이를 통해 노후계획도시의 주거 환경 개선과 재정비 사업 활성화에 기여할 것으로 기대됩니다.",위클리한국주택경제신문,Unknown,BULL,2026-05-07 03:58
양도세 중과 앞두고 급매 많아진 부동산 시장,https://www.newsis.com/view/NISI20260507_0021275024,"Region: 대한민국
Keyword: 부동산, 양도세 중과, 급매
Signal: BEAR

양도세 중과를 앞두고 매물이 늘면서 급매 중심으로 부동산 시장이 하락세를 보이고 있습니다.",뉴시스,Unknown,BEAR,2026-05-07 03:57
이 대통령 &quot;부동산 불패 신화는 없다…주식시장처럼 정상화 될 것&quot;,http://www.newskr.kr/news/articleView.html?idxno=104387,"Region: 대한민국
Keyword: 부동산 시장 정상화, 주식시장 비교, '불패 신화' 부인
Signal: BEAR

이 대통령은 '부동산 불패 신화'는 없으며, 주식 시장처럼 정상화될 것이라고 언급했습니다. 이는 부동산 시장이 과거와 같은 상승세를 이어가지 못하고 조정 국면에 진입할 수 있음을 시사합니다.",한국농어촌방송,Unknown,BEAR,2026-05-06 04:10
"李대통령, 김용범에 &quot;금융기관 준공공기관 지적, 잘 했다&quot; 칭찬",http://www.newsfc.co.kr/news/articleView.html?idxno=78504,"Region: 대한민국
Keyword: 금융기관, 준공공기관, 금융 개혁
Signal: BULL

이명박 대통령은 김용범 금융위 부위원장의 금융기관의 준공공기관 지적을 긍정적으로 평가하며 금융 개혁에 대한 의지를 보였습니다. 이는 금융 시장의 투명성과 효율성을 높이기 위한 정부의 노력을 시사하며 긍정적인 시장 신호로 해석될 수 있습니다.",금융소비자뉴스,Unknown,BULL,2026-05-06 04:09
"월가, 토큰화 '상용화 시대' 선언",http://www.hansbiz.co.kr/news/articleView.html?idxno=837067,"Region: 글로벌
Keyword: 부동산 토큰화
Signal: BULL

월스트리트가 부동산 토큰화의 상용화 시대를 선언하며, 자산 유동성과 접근성을 혁신할 것으로 기대됩니다. 이는 부동산 시장에 새로운 투자 기회를 창출하고, 실물 자산의 디지털 전환을 가속화할 것입니다.",한스경제,Unknown,BULL,2026-05-06 04:07
'도쿄 힐스 벤치마킹'…광주 광천터미널 미래 모습 주목,https://www.yna.co.kr/view/AKR20260506056900054?input=1195m,"Region: 광주
Keyword: 광천터미널, 도시재생, 복합문화공간
Signal: BULL

광주 광천터미널이 도쿄 힐스를 벤치마킹하여 복합 문화 공간으로 탈바꿈할 미래 모습에 대한 기대가 높습니다. 이는 지역의 도시재생 성공 가능성을 보여주며, 광천터미널 일대의 가치 상승을 이끌 것으로 예상됩니다.",연합뉴스,Unknown,BULL,2026-05-06 04:07
"&quot;반도체가 쏘아올린 공&quot;…삼전닉스, 용인‧화성‧평택 등 지역 부동산 ...",https://www.thepublic.kr/news/articleView.html?idxno=303383,"Region: 용인, 화성, 평택
Keyword: 반도체 투자, 부동산 상승
Signal: BULL",더퍼블릭,Unknown,BULL,2026-05-06 04:05
"국힘, 李대통령 '부동산 불패없다'에 &quot;주거 희망의 종말…국민 기만&quot;",https://news.tvchosun.com/site/data/html_dir/2026/05/06/2026050690127.html,"Region: 대한민국
Keyword: 부동산 정책, 주거 불안
Signal: BEAR

이재명 대통령의 '부동산 불패는 없다'는 발언에 대해 국민의힘이 주거 희망의 종말이자 국민 기만이라고 비판하며 부동산 시장의 불확실성을 키우고 있습니다.",Unknown,Unknown,BEAR,2026-05-06 04:04
李 &quot;부동산 불패 신화 이제 없다&quot;…국힘 &quot;현실은 주거 희망 종말&quot;,https://www.mt.co.kr/politics/2026/05/06/2026050611214945543,"Region: 대한민국
Keyword: 부동산 시장, 가격 하락, 희망 상실
Signal: BEAR

이재명 대표는 부동산 불패 신화가 끝났다고 발언했으며, 국민의힘은 현재의 부동산 상황이 주거 희망의 종말을 의미한다고 주장하며 시장 침체를 우려하고 있습니다.",머니투데이,Unknown,BEAR,2026-05-06 04:03
"카카오뱅크, 역대급 1Q순익 1873억…사업자대출 51% 뛰었다",https://www.bloter.net/news/articleView.html?idxno=661360,"Region: 국내
Keyword: 카카오뱅크, 순이익, 사업자대출
Signal: BULL

카카오뱅크가 1분기 역대 최대 순이익 1873억원을 달성했으며, 특히 사업자대출이 51% 급증하며 실적 성장을 견인했습니다.",블로터,Unknown,BULL,2026-05-06 04:02
이 대통령 &quot;부동산 불패 신화는 없다&quot;,https://www.newspost.kr/news/articleView.html?idxno=222732,"Region: 대한민국
Keyword: 부동산 시장, 가격 하락 가능성
Signal: BEAR

이 대통령은 부동산 불패 신화는 없다고 언급하며 부동산 시장의 가격 하락 가능성을 시사했습니다. 이는 향후 부동산 시장에 대한 정부의 정책 방향이나 시장 참여자들의 심리에 영향을 미칠 수 있는 중요한 발언입니다.",뉴스포스트,Unknown,BEAR,2026-05-06 04:00
카카오뱅크 “내년부터 DPS 기준 배당…캐피탈사 연내 인수” [컨콜],https://www.kukinews.com/article/view/kuk202605060062,"Region: 대한민국
Keyword: 카카오뱅크, 배당, 인수합병
Signal: BULL

**요약:** 카카오뱅크가 내년부터 주당순이익(DPS) 기준 배당을 실시하고, 연내 캐피탈사 인수를 추진하며 주주 가치 제고에 나설 계획임을 밝혔다. 이는 카카오뱅크의 수익성과 성장성에 대한 긍정적인 전망을 시사한다.",쿠키뉴스,Unknown,BULL,2026-05-06 04:00
"임광식 예비후보, 횡성에 서울시 체육시설 유치 공약 제시",https://www.jeonmae.co.kr/news/articleView.html?idxno=1253686,"Region: 횡성
Keyword: 서울시 체육시설 유치, 임광식 예비후보, 공약
Signal: FLAT",전국매일신문 - 전국의 생생한 뉴스를 ‘한눈에’,Unknown,FLAT,2026-05-06 03:59
"李대통령, 비거주 1주택 중심 세제 손질 예고… 실거주 기준 강화",http://www.seoulwire.com/news/articleView.html?idxno=719973,"Region: 대한민국
Keyword: 부동산 세제, 1주택자, 비거주, 실거주
Signal: BEAR

정부가 비거주 1주택자에 대한 부동산 세제 개편을 예고했으며, 이는 특히 실거주 기준을 강화하는 방향으로 이루어질 것으로 보입니다. 이러한 정책 변화는 1주택 보유자들의 세 부담에 영향을 미칠 수 있습니다.",THE Biz(더비즈),Unknown,BEAR,2026-05-06 03:58
"우창윤, 민주당 영주시장 후보 확정",https://www.ksmnews.co.kr/news/view.php?idx=603464,"Region: 영주
Keyword: 민주당, 영주시장 후보, 우창윤
Signal: FLAT",경상매일신문,Unknown,FLAT,2026-05-05 03:52
지방 분양 1.4만가구 쏟아진다⋯입지·가격 따라 ‘청약 양극화’ 전망,https://www.etoday.co.kr/news/view/2581336,"Region: 지방
Keyword: 청약 양극화
Signal: BEAR

지방에서 1.4만 가구의 신규 아파트 분양이 예정되어 있으나, 입지와 가격에 따라 청약 경쟁률이 크게 갈리는 '양극화' 현상이 나타날 것으로 전망됩니다. 이는 시장의 불확실성과 투자자들의 선별적인 접근이 심화될 가능성을 시사합니다.",이투데이,Unknown,BEAR,2026-05-05 03:51
KB금융 &quot;올해 주택시장 안정세…세제 등 정부 정책이 핵심 변수&quot;,https://www.ajunews.com/view/20260505103717871,"Region: 전국
Keyword: 주택시장 안정, 정부 정책
Signal: FLAT",아주경제,Unknown,FLAT,2026-05-05 03:50
3월 경기도 아파트 청약 평균 경쟁률 0.5대 1로 저조,https://www.kihoilbo.co.kr/news/articleView.html?idxno=3021677,"Region: 경기도
Keyword: 아파트 청약 경쟁률
Signal: BEAR

3월 경기도 아파트 청약 평균 경쟁률이 0.5대 1로 크게 저조하며, 이는 시장의 매수 심리 위축과 공급 물량 부담을 시사합니다.",기호일보,Unknown,BEAR,2026-05-05 03:47
엇갈린 집값 전망…전문가 “오른다” 중개사 “내린다”,https://www.mk.co.kr/article/12035908,"Region: 전국
Keyword: 집값 전망, 전문가, 중개사
Signal: FLAT

전문가들은 집값 상승을 전망하는 반면, 현장의 중개사들은 하락을 예상하며 집값 전망이 엇갈리고 있습니다. 이는 부동산 시장의 불확실성이 커지고 있음을 시사합니다.",엇갈린 집값 전망…전문가 “오른다” 중개사 “내린다”- 매경ECONOMY,Unknown,FLAT,2026-05-05 03:46
인천시 재정 놓고 박찬대 &quot;빚쟁이 시장&quot;···유정복 &quot;부채 15% 건전재정...,https://www.incheontoday.com/news/articleView.html?idxno=318502,"Region: 인천
Keyword: 재정, 부채
Signal: BULL",인천투데이,Unknown,BULL,2026-05-05 03:46
5월 지방 분양시장 1만1800가구…충청권은 4196가구 공급,https://www.cctoday.co.kr/news/articleView.html?idxno=2229619,"Region: 전국
Keyword: 분양시장, 공급물량
Signal: FLAT",충청투데이,Unknown,FLAT,2026-05-05 03:45
"부천 '엘리프 역곡', 홍보관 오픈하고 5월 중 분양 예정",https://realty.chosun.com/site/data/html_dir/2026/05/04/2026050401268.html,"Region: 부천
Keyword: 엘리프 역곡, 분양
Signal: BULL

부천에서 '엘리프 역곡'이 홍보관을 열고 5월 중 분양에 나설 예정입니다. 이는 지역 내 신규 공급으로, 향후 시장에 긍정적인 영향을 줄 수 있습니다.",Unknown,Unknown,BULL,2026-05-04 04:12
[더벨][NPL시장 권력지도] 회계법인 자문 대전…'감사인 족쇄'에 엇갈린...,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202604291415358360105137,"Region: 한국
Keyword: NPL, 회계법인, 자문, M&A
Signal: FLAT

NPL 시장에서 회계법인의 자문 경쟁이 치열하며, 감사인으로서의 제약 때문에 회계법인별 전략과 성과가 엇갈리고 있습니다. 이는 NPL 시장의 M&A 활동에 영향을 미칠 수 있습니다.",Unknown,Unknown,FLAT,2026-05-04 04:11
"삼성家, 5년 만에 상속세 12조원 완납…책임경영·노블레스 오블리주 실...",https://biz.heraldcorp.com/article/10730720?ref=naver,"Region: 대한민국
Keyword: 삼성가, 상속세 완납, 책임경영, 노블레스 오블리주
Signal: BULL

삼성가가 5년 만에 12조원의 상속세를 모두 납부하며 책임경영과 노블레스 오블리주를 실천했습니다. 이는 한국 재계의 중요한 변화를 상징하며, 기업의 사회적 책임에 대한 긍정적인 메시지를 전달합니다.",헤럴드경제,Unknown,BULL,2026-05-04 04:10
"이삿날 불난 의왕 아파트, 방화였나…6억 낙찰자 구제 길 막혔다",https://www.news1.kr/realestate/general/6155856,"Region: 의왕
Keyword: 아파트 화재, 낙찰자 구제 불가
Signal: FLAT

이삿날 발생한 의왕 아파트 화재 사건으로 인해 6억 원에 낙찰받은 매수자가 피해를 구제받을 길이 막혔습니다. 화재 원인이 방화로 추정되는 가운데, 법원 경매 절차에서 발생한 예상치 못한 사고로 낙찰자의 손해가 불가피하게 되었습니다.",Unknown,Unknown,FLAT,2026-05-04 04:10
서울 아파트 매물 열흘 새 6%↓…양도세 중과 앞두고 '잠김' 우려,http://www.smedaily.co.kr/news/articleView.html?idxno=356447,"Region: 서울
Keyword: 아파트 매물, 양도세 중과, 매물 잠김
Signal: BEAR

양도세 중과 시행을 앞두고 서울 아파트 매물이 열흘 만에 6% 감소하며 '매물 잠김' 현상이 우려되고 있습니다. 이는 다주택자들이 양도세 부담을 피하기 위해 매물을 거둬들이는 움직임으로 해석됩니다. 이러한 현상은 단기적으로 매물 부족으로 이어져 가격 상승 압력으로 작용할 수 있으나, 장기적으로는 거래 위축을 야기할 가능성이 있습니다.",중소기업신문,Unknown,BEAR,2026-05-04 04:09
서울 임대차 70%가 '월세'…강북 아파트도 월세 300만원,https://www.newsis.com/view/NISX20260504_0003616136,"**Region:** 서울
**Keyword:** 월세 비중 증가, 임대료 상승
**Signal:** BEAR

**요약:** 서울 지역 임대차 시장에서 월세 비중이 70%까지 치솟으며 '월세'가 대세로 자리 잡았습니다. 특히 강북 지역 아파트에서도 월 300만원 이상의 고가 월세 매물이 등장하는 등 전반적인 임대료 상승세가 뚜렷하게 나타나고 있습니다. 이는 실수요자들의 주거 부담을 가중시키는 요인으로 작용하고 있습니다.",뉴시스,Unknown,BEAR,2026-05-04 04:08
"“방만한 조직 뜯어고쳐라”...경인사연, 국책연구원장 초빙 공고",https://www.mk.co.kr/article/12034968,"Region: 경기/인천
Keyword: 국책연구원장, 조직 개편, 혁신
Signal: BULL",매일경제,Unknown,BULL,2026-05-04 04:07
"서초진흥 재건축, GS건설 시공사 확정… 58층 ‘서초자이 컬리너스’ 추...",https://biz.chosun.com/industry/business_info/2026/05/04/LRBGEIO5TZCT3DOKDP5T2HE3A4/?utm_source=naver&utm_medium=original&utm_campaign=biz,"Region: 서초구
Keyword: 서초진흥 재건축, GS건설, 58층 랜드마크
Signal: BULL

서초진흥 재건축이 GS건설을 시공사로 확정하고 58층 규모의 '서초자이 컬리너스'를 선보일 예정입니다. 이는 지역 랜드마크로 자리매김할 것으로 기대되며, 재건축 시장의 활기를 더할 신호로 해석됩니다.",조선비즈,Unknown,BULL,2026-05-04 04:05
"&quot;'전월세 지옥문' 열린다! 월세, 부르는 게 값..다세대·빌라도 공급 전...",https://www.ytn.co.kr/_ln/0102_202605041146563396,"Region: 서울
Keyword: 전월세, 월세 급등, 공급 부족
Signal: BEAR

**요약:** 서울의 전월세 시장에서 월세가 급등하며 '전월세 지옥문'이라는 표현이 나올 정도로 심각한 상황입니다. 다세대 및 빌라 등 대체 주택의 공급 부족이 이러한 상황을 더욱 악화시키고 있습니다.",YTN,Unknown,BEAR,2026-05-04 04:04
"리플(XRP), 1.39~1.40달러 저항선 공방…생태계 확장 '청신호'",https://www.tokenpost.kr/news/cryptocurrency/356021,"Region: 미국
Keyword: 리플, XRP, 저항선, 생태계 확장
Signal: BULL

리플(XRP)이 1.39~1.40달러의 주요 저항선에서 공방을 벌이고 있으나, 생태계 확장이 긍정적인 신호를 보내고 있습니다.",토큰포스트,Unknown,BULL,2026-05-04 04:03
[더벨][컨콜 Q&amp;A 리뷰] BNK금융 &quot;순이익 목표 9000억…은행 WM·FX 강화할...,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202604301756444880107272,"Region: 국내
Keyword: BNK금융, 순이익 목표 9000억, WM·FX 강화
Signal: BULL

BNK금융이 연간 순이익 목표 9000억 원 달성을 위해 은행의 자산관리(WM) 및 외환(FX) 사업 강화를 핵심 전략으로 제시했습니다. 이번 컨퍼런스콜 Q&A 리뷰를 통해 BNK금융은 이러한 사업 확대를 통해 수익성을 제고하겠다는 의지를 밝혔습니다.",Unknown,Unknown,BULL,2026-05-04 04:02
"iM금융, CET1 12.3% 조기 달성할까…iM증권 잔여지분 주목",https://www.bloter.net/news/articleView.html?idxno=660988,"Region: 국내
Keyword: iM금융, iM증권, CET1 비율
Signal: BULL

iM금융이 핵심 자기자본비율(CET1) 12.3%를 조기 달성할 가능성이 높아지고 있으며, 이는 iM증권 잔여 지분 인수에 대한 시장의 기대를 높이고 있습니다. iM증권의 성공적인 인수는 iM금융의 재무 건전성 강화와 사업 확장으로 이어질 것으로 예상됩니다.",블로터,Unknown,BULL,2026-05-03 04:15
